UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
5153,H,300.5,311.0,1596,39.0,183,0
5154,M,304.3,314.3,1495,53.7,190,0
5155,M,298.2,307.6,1592,39.0,215,1
5156,L,300.0,309.9,1366,51.4,162,0
5157,L,299.3,310.3,1727,38.9,249,0
5158,M,297.8,306.6,1769,40.4,87,0
5159,L,299.7,309.3,1673,29.0,25,0
5160,L,300.8,310.1,1471,27.5,104,0
5161,M,301.0,311.0,1548,49.8,124,0
5162,L,304.3,313.7,1818,57.2,241,0
5163,L,300.9,309.2,1767,41.1,85,0
5164,L,302.3,311.2,1894,38.3,26,0
5165,L,300.1,311.8,1398,50.2,18,0
5166,H,303.4,313.6,1382,43.4,36,0
5167,L,304.8,315.0,1562,16.0,35,0
5168,L,301.1,310.8,1610,49.9,220,0
5169,L,298.0,308.0,1512,26.6,167,0
5170,M,298.9,308.5,1468,39.9,62,0
5171,L,300.6,311.1,1764,35.6,38,0
5172,L,300.9,311.0,1521,33.6,246,0
5173,L,301.4,310.2,1320,40.5,127,0
5174,L,300.9,311.2,1341,48.9,106,0
5175,L,300.0,307.6,1582,40.3,139,0
5176,M,298.7,309.1,2075,54.1,171,0
5177,M,300.8,309.4,1363,55.3,79,0
5178,L,303.7,313.6,1481,55.2,175,0
5179,L,302.0,310.8,1968,39.4,222,0
5180,H,301.1,311.1,1451,35.2,78,0
5181,L,302.1,312.6,1619,39.7,160,0
5182,M,299.3,310.8,1873,51.3,206,0
5183,L,299.0,307.4,1367,50.7,31,0
5184,H,298.5,309.5,1482,14.0,149,0
5185,M,299.7,309.9,1451,43.1,241,0
5186,H,299.2,308.7,1266,16.3,119,0
5187,M,302.4,313.2,1818,39.8,5,0
5188,L,299.0,308.8,1433,34.7,157,0
5189,H,298.4,309.1,1381,31.6,104,0
5190,L,303.9,312.9,1458,48.5,121,0
5191,L,299.1,308.5,1704,33.5,144,0
5192,M,300.3,311.3,1558,39.9,247,0
5193,M,300.9,312.4,1396,30.7,235,0
5194,H,297.7,307.7,1611,40.7,1,0
5195,L,302.5,309.7,1683,49.6,79,0
5196,M,301.3,311.1,1533,31.2,54,0
5197,M,303.1,313.1,1495,46.4,110,0
5198,L,298.6,308.4,1719,40.6,250,0
5199,L,300.2,310.5,1505,40.5,11,0
5200,L,300.1,309.6,1825,36.5,238,0
5201,L,300.5,311.4,1402,47.7,108,0
5202,H,297.1,305.9,1398,46.7,139,0
5203,M,300.2,311.5,1376,38.7,50,0
5204,M,297.1,308.7,1495,42.0,47,0
5205,H,300.7,309.8,1538,47.4,166,0
5206,L,295.7,304.8,1300,45.4,208,0
5207,M,296.3,306.7,1555,36.9,233,0
5208,L,301.6,310.4,1639,51.7,104,0
5209,M,298.9,308.4,1275,48.6,69,0
5210,L,298.0,309.1,1444,61.1,118,0
5211,H,302.5,313.3,1639,24.3,104,0
5212,L,300.7,312.6,1342,47.0,89,0
5213,L,301.7,311.9,1481,51.5,0,0
5214,M,299.7,309.1,1732,50.1,143,0
5215,L,305.4,315.4,1859,37.5,45,0
5216,M,298.8,308.6,1616,26.4,62,0
5217,L,303.5,313.4,1507,55.4,231,0
5218,M,299.9,309.9,1448,35.2,58,0
5219,L,296.7,305.8,1701,37.0,46,0
5220,L,301.0,311.2,1740,60.7,15,0
5221,L,300.6,309.2,1330,27.3,45,0
5222,L,297.9,307.2,1700,48.2,79,0
5223,L,298.2,308.0,1429,32.5,166,0
5224,L,300.0,307.7,1384,32.2,220,0
5225,L,300.7,311.5,1510,41.7,49,0
5226,L,295.1,303.0,1715,46.8,48,0
5227,L,302.1,312.8,1593,49.5,153,0
5228,M,299.0,307.7,1588,50.8,221,0
5229,L,297.3,306.9,1601,32.9,160,0
5230,L,301.9,312.4,1621,28.6,106,0
5231,M,300.0,312.2,1517,36.6,19,0
5232,L,302.4,312.5,1651,43.5,228,0
5233,M,300.9,308.9,1419,37.9,118,0
5234,L,300.0,311.0,1654,3.7,76,0
5235,L,299.7,309.5,1691,21.7,71,0
5236,L,301.0,311.0,1663,37.6,223,0
5237,M,299.2,309.7,1672,48.6,209,0
5238,M,298.3,306.1,1621,31.0,236,0
5239,L,301.2,311.2,1748,47.3,168,0
5240,L,299.7,309.3,1131,25.0,125,0
5241,H,300.1,311.3,1690,42.6,10,0
5242,L,302.2,312.9,1891,42.6,54,0
5243,L,299.8,308.1,1426,44.7,229,0
5244,H,300.0,311.3,1406,29.9,234,0
5245,M,298.8,309.3,1768,24.5,46,0
5246,L,300.9,309.3,1372,47.3,126,0
5247,M,300.7,310.8,1418,24.7,77,0
5248,M,301.8,312.8,1568,32.3,103,0
5249,L,298.8,307.6,1394,53.9,49,0
5250,L,299.1,310.5,1694,41.7,96,0
5251,L,301.6,310.1,1396,43.7,116,0
5252,H,300.5,309.7,1602,46.2,104,0
5253,M,298.2,307.2,1588,45.9,22,0
5254,L,302.6,314.0,1835,39.8,60,0
5255,M,296.6,306.1,1746,31.0,6,0
5256,L,301.6,310.4,1443,66.8,14,0
5257,L,297.5,307.9,1311,37.1,78,0
5258,L,303.8,314.4,1687,43.3,8,0
5259,L,296.9,307.6,1421,44.4,212,0
5260,M,302.3,312.0,1477,34.7,164,0
5261,L,299.8,310.1,1348,35.7,230,0
5262,M,299.3,308.6,1659,54.9,58,0
5263,L,300.4,312.0,1422,32.6,155,0
5264,L,301.3,312.4,1531,44.1,107,0
5265,H,298.2,309.3,1534,49.0,133,0
5266,L,298.4,309.2,1570,37.9,137,0
5267,L,301.3,311.8,1656,39.1,14,0
5268,L,296.6,305.3,1494,49.6,117,0
5269,M,298.8,309.5,1405,38.6,87,0
5270,L,306.1,316.2,1205,19.2,3,0
5271,L,298.1,309.3,1556,55.0,238,0
5272,L,302.3,313.1,1509,30.2,113,0
5273,L,298.8,309.4,1410,42.2,226,0
5274,M,301.0,309.3,1549,26.8,57,0
5275,L,301.3,311.2,1691,34.9,142,0
5276,L,302.3,311.7,1737,35.6,243,0
5277,L,299.6,309.9,1263,41.7,164,0
5278,L,304.0,313.6,1473,31.2,1,0
5279,H,298.8,308.5,1710,59.8,174,0
5280,L,300.5,310.9,1823,40.2,103,0
5281,H,300.5,310.1,1391,48.8,123,0
5282,L,297.8,307.9,1784,39.9,155,0
5283,L,299.4,307.9,1296,50.0,68,0
5284,M,300.3,309.5,1743,19.0,214,0
5285,L,299.1,309.8,1487,33.0,200,0
5286,M,304.9,313.7,1817,34.8,70,0
5287,H,298.3,309.6,1454,34.7,67,0
5288,L,302.4,313.3,1482,45.2,146,0
5289,L,301.7,311.4,1514,45.9,7,0
5290,M,300.0,313.0,1262,39.3,30,0
5291,L,298.3,309.5,1222,39.5,13,0
5292,L,298.5,307.5,1629,64.4,28,0
5293,L,299.0,309.7,1714,43.2,136,0
5294,L,296.4,306.5,1646,17.7,100,0
5295,M,298.0,307.2,1313,47.7,69,0
5296,L,297.0,306.0,1623,45.6,233,0
5297,L,302.7,313.7,1360,51.6,187,0
5298,M,301.2,310.6,1610,46.0,91,0
5299,L,301.6,311.5,1740,31.0,44,0
5300,L,301.2,310.3,1603,48.9,73,0
5301,M,300.3,309.6,1800,41.0,53,0
5302,L,302.9,312.8,1511,50.5,44,0
5303,M,298.8,309.2,1499,55.5,2,0
5304,M,300.2,307.6,1550,38.8,75,0
5305,L,301.5,311.5,1297,48.8,35,0
5306,L,297.4,306.6,1465,50.3,138,0
5307,L,306.2,317.6,1481,41.6,200,0
5308,L,300.1,313.0,1487,59.6,133,0
5309,M,300.3,309.9,1586,50.5,203,0
5310,M,302.5,310.8,1273,34.1,237,0
5311,L,301.8,311.9,1332,42.6,116,0
5312,M,300.1,309.9,1740,48.6,40,0
5313,H,300.3,312.2,1178,59.2,71,0
5314,H,297.0,308.7,1648,46.2,168,0
5315,L,298.9,309.8,1471,42.9,204,0
5316,L,301.0,310.4,1566,52.6,189,0
5317,L,300.9,311.6,1816,37.8,106,0
5318,H,302.4,312.7,1514,30.1,136,0
5319,L,299.8,310.0,1649,47.0,83,0
5320,L,297.2,305.7,1548,36.2,103,0
5321,L,302.1,313.2,1518,67.2,137,0
5322,L,302.9,313.0,1496,42.5,40,0
5323,L,301.8,311.7,1663,47.1,154,1
5324,H,299.7,309.1,1407,33.7,180,0
5325,L,302.1,311.3,1335,52.6,3,0
5326,L,306.9,317.2,1551,39.7,9,0
5327,L,300.2,308.5,1572,38.8,48,0
5328,L,297.4,308.2,1211,39.0,146,0
5329,L,298.8,307.8,1536,27.1,73,0
5330,L,301.3,309.2,1318,37.5,177,0
5331,L,296.8,308.6,1650,45.5,47,0
5332,L,300.3,309.5,1215,24.5,123,0
5333,L,300.8,310.0,1882,50.2,150,0
5334,L,303.1,314.2,1477,37.3,99,0
5335,H,302.6,314.5,1383,42.4,232,0
5336,H,301.7,310.2,1487,17.7,136,0
5337,L,295.7,304.7,1637,42.2,193,0
5338,L,301.8,311.0,1697,29.6,18,0
5339,H,301.4,312.3,1488,36.5,199,0
5340,L,300.5,312.2,1280,24.3,217,0
5341,M,296.5,305.5,1320,31.2,125,0
5342,H,298.4,309.9,1589,38.4,178,0
5343,L,297.7,307.0,1714,37.3,227,0
5344,L,296.0,306.3,1738,48.8,10,0
5345,H,300.0,308.7,1568,21.3,2,0
5346,L,298.4,308.3,1711,39.5,251,0
5347,L,305.3,315.1,1880,39.0,188,0
5348,L,299.7,309.3,1751,35.4,221,0
5349,L,302.6,313.0,1703,30.9,209,0
5350,M,296.9,305.9,1393,51.0,144,0
5351,M,298.9,308.1,1710,60.5,114,0
5352,H,300.2,310.6,1620,22.9,72,0
5353,L,298.2,309.5,1654,30.8,29,0
5354,L,299.2,309.1,1763,30.0,79,0
5355,L,299.6,310.1,1602,37.2,7,0
5356,L,299.5,310.3,1519,52.6,168,0
5357,L,303.7,314.5,1346,45.3,153,0
5358,H,300.8,309.8,1484,38.5,4,0
5359,M,301.0,310.2,1576,40.2,68,0
5360,L,301.1,310.4,1587,36.8,237,0
5361,M,301.2,313.2,1581,47.4,151,0
5362,L,299.8,310.3,1709,48.6,77,0
5363,L,299.4,309.8,1692,45.9,124,0
5364,M,300.3,310.7,1526,18.0,68,0
5365,L,302.3,311.0,1386,40.1,163,0
5366,H,302.3,314.2,1606,38.1,216,0
5367,M,299.5,310.0,1940,49.9,144,0
5368,L,301.5,312.3,1595,42.4,197,0
5369,M,299.6,307.8,1485,45.6,70,0
5370,L,300.1,310.8,1633,35.0,173,0
5371,L,299.1,308.7,1644,49.4,78,0
5372,L,299.6,308.3,1642,52.3,69,0
5373,L,302.7,311.7,1783,23.7,31,0
5374,M,300.2,308.9,1607,27.0,59,0
5375,L,300.3,309.0,1775,47.6,127,0
5376,M,297.1,307.2,1579,38.3,126,0
5377,L,299.4,309.0,1808,50.3,169,0
5378,L,299.5,309.9,1754,42.4,39,0
5379,M,298.3,310.0,1703,46.9,26,0
5380,L,300.0,309.9,1679,32.5,103,0
5381,L,299.1,306.9,1949,43.4,4,0
5382,L,300.2,309.9,1730,43.4,188,0
5383,L,300.2,311.4,1385,33.1,251,0
5384,L,298.1,308.0,1582,50.0,126,0
5385,M,299.2,310.7,1490,21.0,188,0
5386,L,300.2,310.6,1907,42.1,207,0
5387,L,302.4,310.5,1762,27.1,51,0
5388,H,300.5,310.6,1901,29.8,74,0
5389,L,298.7,309.0,1401,49.9,230,0
5390,M,300.8,311.9,1735,29.0,88,0
5391,L,303.4,315.2,1293,28.6,127,0
5392,L,301.8,312.7,1253,45.8,252,0
5393,M,301.1,311.5,1466,28.9,65,1
5394,L,301.5,312.1,1808,50.2,219,1
5395,M,302.9,312.7,1360,46.4,134,0
5396,L,302.2,310.7,1534,32.2,165,0
5397,L,301.1,311.2,1750,49.8,178,0
5398,L,302.1,312.5,1689,20.6,126,0
5399,L,297.8,306.6,1934,44.7,113,0
5400,M,297.0,308.3,1538,27.5,0,0
5401,L,300.3,311.3,1458,34.8,209,0
5402,H,300.1,308.8,1342,35.4,75,0
5403,H,298.9,310.3,1472,52.8,244,0
5404,L,301.7,311.3,1340,35.0,176,0
5405,L,296.3,305.5,1216,39.2,199,0
5406,M,298.9,310.0,1889,35.6,19,0
5407,H,299.0,309.0,1546,30.2,98,0
5408,L,296.7,308.6,2001,29.7,41,0
5409,L,303.0,312.1,1387,43.1,143,0
5410,L,297.3,305.5,1461,39.7,241,0
5411,M,298.8,308.5,1399,47.6,32,0
5412,L,301.8,312.6,1423,37.6,231,0
5413,M,301.3,310.4,1694,37.9,88,0
5414,L,297.8,306.5,1639,47.7,82,0
5415,L,301.4,311.6,1694,36.3,226,0
5416,L,300.6,309.1,1778,25.6,15,0
5417,L,304.7,315.0,1736,48.5,143,0
5418,L,300.8,310.5,1357,33.2,175,0
5419,L,299.7,310.2,1444,40.7,88,0
5420,L,298.3,306.9,1559,33.7,223,0
5421,L,298.5,309.8,2205,30.3,54,0
5422,L,298.3,308.2,1676,21.0,235,0
5423,H,302.7,313.5,1557,43.4,155,0
5424,L,300.0,311.0,1658,6.1,200,0
5425,L,301.1,310.0,1430,53.0,209,0
5426,L,303.0,313.9,1584,50.3,150,0
5427,H,295.3,303.9,1708,30.9,29,0
5428,L,302.6,311.2,1532,55.9,188,0
5429,M,300.1,312.1,1402,60.6,95,0
5430,M,300.9,312.0,1524,37.3,87,0
5431,M,298.3,310.4,1480,44.1,202,0
5432,L,298.5,308.1,1295,41.4,243,0
5433,M,301.0,311.1,1435,55.1,124,0
5434,L,304.8,315.3,1288,26.1,25,0
5435,L,302.0,312.0,1316,37.7,138,0
5436,M,302.5,311.8,1333,49.2,19,0
5437,L,299.6,308.7,1708,48.1,43,0
5438,M,298.8,309.0,1804,39.6,17,0
5439,L,298.4,307.4,1263,53.9,161,0
5440,M,299.0,307.9,1820,42.3,99,0
5441,L,295.9,306.3,1336,41.1,3,0
5442,L,298.6,308.5,1671,47.0,212,0
5443,L,298.9,309.8,1584,39.4,89,0
5444,H,299.6,309.2,1651,40.5,141,0
5445,L,300.3,309.7,1329,32.1,89,0
5446,L,300.7,311.1,1213,69.3,140,0
5447,L,300.0,309.2,1394,35.3,89,0
5448,M,298.8,308.2,1614,47.3,40,0
5449,L,296.1,305.5,1888,59.1,206,0
5450,L,298.8,308.6,1353,26.6,90,0
5451,L,298.1,309.8,1520,46.1,184,0
5452,L,300.9,309.6,1403,40.2,214,0
5453,L,301.8,313.1,1534,57.9,21,0
5454,L,301.9,312.6,1192,30.9,137,0
5455,M,301.5,313.1,1806,32.5,196,0
5456,L,299.7,312.9,1542,39.5,195,0
5457,L,299.0,310.4,1702,35.1,49,0
5458,L,298.5,309.4,1496,35.4,99,0
5459,H,297.0,305.7,1572,60.3,15,0
5460,H,302.0,310.8,1740,41.3,223,0
5461,M,299.7,310.0,1561,32.2,138,0
5462,L,297.5,305.8,1568,36.1,102,0
5463,L,298.3,309.0,1395,44.0,224,0
5464,L,298.3,306.1,1442,43.4,226,0
5465,L,300.1,311.2,1356,34.2,239,1
5466,L,302.1,311.8,1405,23.7,195,0
5467,M,299.3,309.4,1761,39.5,214,0
5468,M,295.5,304.7,1861,39.2,66,0
5469,M,299.6,307.7,1314,33.5,19,0
5470,L,299.7,310.9,1608,52.8,192,0
5471,M,299.6,310.9,1481,45.7,251,0
5472,L,298.7,308.4,1788,41.3,32,0
5473,L,300.4,311.1,1562,36.4,137,1
5474,M,300.1,309.7,1536,57.3,235,0
5475,L,300.0,310.2,1404,28.5,194,0
5476,L,300.8,311.6,1263,35.0,54,0
5477,L,299.1,309.7,1674,35.5,159,0
5478,M,299.0,310.4,1601,43.0,44,0
5479,M,302.8,313.3,1605,46.6,186,0
5480,L,301.1,311.1,1430,26.6,101,0
5481,M,301.7,310.9,1511,33.2,30,0
5482,L,302.5,312.0,1679,44.5,212,0
5483,L,301.1,311.9,1713,33.3,215,0
5484,M,301.9,310.4,1327,36.0,122,0
5485,M,296.8,307.9,1424,41.7,87,0
5486,H,300.4,310.1,1289,30.2,179,0
5487,L,299.6,308.8,1574,42.8,137,0
5488,M,303.4,312.3,1696,46.1,5,0
5489,M,301.9,312.5,1488,40.4,219,0
5490,H,298.7,308.7,1419,54.3,128,0
5491,L,300.7,312.3,1477,47.3,249,0
5492,M,300.3,309.1,1950,39.6,110,0
5493,L,300.9,310.3,1751,36.8,173,0
5494,L,298.0,307.9,1668,57.5,107,0
5495,L,300.7,310.0,1595,33.4,73,0
5496,L,299.5,309.5,1535,37.3,104,0
5497,L,300.6,310.9,1375,35.9,157,0
5498,M,298.6,309.0,1347,44.0,116,0
5499,L,298.8,310.3,1436,62.6,78,0
5500,M,302.3,311.0,1367,42.5,205,0
5501,L,297.9,308.2,1429,36.8,190,0
5502,L,298.0,307.4,1519,41.9,87,0
5503,L,299.9,310.3,1533,26.9,62,0
5504,L,298.5,308.9,1426,38.1,73,0
5505,L,298.2,307.2,1626,57.0,217,0
5506,L,300.2,309.3,1504,46.6,128,0
5507,L,297.0,307.5,1576,52.3,125,0
5508,L,298.0,308.0,1404,50.1,19,0
5509,L,304.1,313.9,1662,32.9,28,0
5510,L,300.9,311.6,1442,59.1,161,0
5511,L,298.5,309.2,1825,22.2,193,0
5512,H,300.8,310.3,1497,43.3,193,0
5513,M,301.1,310.3,1521,19.4,129,0
5514,M,302.0,310.7,1644,22.9,199,0
5515,L,299.7,309.8,1683,49.4,53,0
5516,M,302.0,310.5,1702,33.1,88,0
5517,M,295.9,306.0,1855,52.4,17,0
5518,M,297.9,309.1,1656,18.3,236,0
5519,L,300.3,310.0,1526,39.1,208,0
5520,M,300.7,310.1,1443,27.8,29,0
5521,M,298.2,310.2,1514,36.7,7,0
5522,L,300.5,312.0,1803,55.5,169,0
5523,M,298.8,308.0,1289,57.9,237,0
5524,L,299.4,309.6,1391,45.1,156,0
5525,L,302.0,312.4,1498,24.1,50,0
5526,L,301.8,312.0,1389,27.9,82,0
5527,M,298.0,309.8,1464,41.6,119,0
5528,L,297.9,308.0,1861,31.9,100,0
5529,L,299.2,309.4,1484,46.6,151,0
5530,L,299.9,310.6,1611,56.8,209,0
5531,L,298.7,309.9,1241,30.2,137,0
5532,L,302.1,313.0,1340,31.0,143,0
5533,M,300.7,311.2,1704,28.2,120,0
5534,M,300.8,309.3,1836,37.5,49,0
5535,L,297.5,307.0,1577,40.5,40,0
5536,L,302.3,313.2,1483,40.2,233,0
5537,L,294.4,304.6,1626,49.0,53,0
5538,M,301.7,312.5,1073,43.9,43,0
5539,L,301.9,313.8,1579,39.4,59,0
5540,L,299.1,308.0,1350,40.4,68,0
5541,L,302.5,313.7,1680,40.9,78,0
5542,M,299.9,309.5,1145,39.4,22,0
5543,M,300.1,311.1,1425,33.2,222,0
5544,M,300.7,310.6,1530,28.0,93,1
5545,M,306.4,318.5,1401,41.4,70,0
5546,L,302.7,312.8,1470,35.0,19,0
5547,L,301.4,310.8,1699,45.3,38,0
5548,L,298.2,308.6,1533,40.7,2,0
5549,L,300.3,310.6,1371,40.1,2,0
5550,L,298.4,309.5,1706,49.8,158,0
5551,L,301.6,312.1,1582,26.0,6,0
5552,L,300.3,312.8,1590,57.7,128,0
5553,H,297.8,307.6,1378,18.2,183,0
5554,M,300.2,310.1,1081,54.5,154,0
5555,M,298.3,307.7,1375,42.0,241,0
5556,M,300.3,310.4,1357,34.8,192,0
5557,L,298.3,308.5,1428,25.3,69,0
5558,M,300.1,310.3,1387,34.0,211,0
5559,L,301.5,311.6,1558,38.4,166,0
5560,M,299.9,309.3,1695,41.9,107,0
5561,L,299.2,308.3,1730,54.5,2,0
5562,H,300.4,310.0,1687,40.7,186,0
5563,L,301.4,312.5,1377,43.2,1,0
5564,L,297.8,309.1,1548,43.5,251,0
5565,H,300.5,310.4,1818,36.7,174,0
5566,L,302.6,311.7,1254,38.1,95,0
5567,M,301.1,311.1,1779,38.9,250,0
5568,M,300.1,312.2,1359,46.3,19,0
5569,M,301.3,312.3,1590,30.9,227,0
5570,H,300.9,311.5,1611,34.9,26,0
5571,H,301.5,312.5,1571,43.6,83,0
5572,L,296.0,307.5,1936,29.2,18,0
5573,M,296.9,305.7,1484,41.1,182,0
5574,M,302.0,311.6,1244,34.5,62,0
5575,M,297.0,306.5,1601,45.1,212,0
5576,L,300.8,311.4,1507,53.7,42,0
5577,M,299.3,309.5,1637,34.6,211,0
5578,H,298.0,308.8,1695,47.6,132,0
5579,H,300.7,310.2,1531,42.0,118,0
5580,L,300.4,311.8,1616,36.2,147,0
5581,L,304.2,314.2,1563,40.1,203,0
5582,L,298.8,309.4,1858,53.0,111,0
5583,M,302.9,314.1,1471,38.3,188,0
5584,M,300.7,311.8,1415,53.1,189,0
5585,L,298.7,309.0,1695,38.8,73,0
5586,L,301.6,312.4,1371,25.9,244,0
5587,L,301.1,312.9,1608,38.5,190,0
5588,L,300.1,310.6,1507,25.1,149,0
5589,H,300.5,309.8,1519,36.8,37,0
5590,M,298.8,309.4,1974,36.4,91,0
5591,L,298.3,308.3,1758,58.2,139,0
5592,L,301.5,309.2,1720,56.1,102,0
5593,L,299.6,310.0,1632,40.9,201,0
5594,H,299.8,310.0,1414,52.1,239,0
5595,L,300.6,311.7,1584,36.0,60,0
5596,L,300.5,309.8,1642,25.7,98,0
5597,L,297.1,305.6,1573,45.3,47,0
5598,M,302.6,312.7,1554,43.6,235,0
5599,M,300.2,310.6,1466,30.6,231,0
5600,M,299.6,309.7,1586,31.1,228,0
5601,L,300.9,310.9,1443,49.4,144,0
5602,L,300.5,309.4,1663,23.2,243,0
5603,L,301.5,311.4,1177,45.6,218,0
5604,M,301.1,310.7,1781,36.9,51,0
5605,L,301.4,312.5,1303,45.6,45,0
5606,L,302.7,313.1,1346,49.9,55,0
5607,M,301.8,311.5,1611,31.3,28,0
5608,M,299.7,311.4,1634,28.6,217,0
5609,L,297.8,307.5,1910,54.7,72,0
5610,L,303.3,313.9,1591,39.4,178,0
5611,L,299.5,309.4,1530,43.3,126,0
5612,M,299.1,310.7,1572,49.1,203,0
5613,M,296.5,306.6,1822,30.4,234,0
5614,L,300.7,310.8,1971,49.0,153,0
5615,L,300.3,310.2,1504,46.4,224,0
5616,M,297.0,307.2,1635,54.7,223,0
5617,M,300.9,312.1,1524,54.5,74,0
5618,L,299.0,309.8,1521,40.6,252,0
5619,L,305.4,315.4,1874,47.5,28,0
5620,L,298.9,310.6,1372,40.4,186,0
5621,L,299.1,310.0,1120,41.5,7,0
5622,H,298.3,307.8,1594,28.7,24,0
5623,M,302.6,311.2,1752,37.8,211,0
5624,M,299.3,308.8,1577,22.1,148,0
5625,L,298.6,309.0,1627,38.6,3,0
5626,M,301.4,312.0,1672,53.2,35,0
5627,L,297.2,308.6,1557,47.8,170,0
5628,L,301.3,310.2,1637,41.1,220,0
5629,L,303.6,313.1,1634,38.0,82,0
5630,L,301.1,310.0,1187,34.6,153,0
5631,M,301.3,309.9,1558,30.8,35,0
5632,L,301.7,311.1,1256,48.2,216,0
5633,L,303.4,313.8,1531,24.6,150,0
5634,L,302.4,313.2,1449,24.4,229,0
5635,L,300.9,309.9,1723,49.0,219,0
5636,L,301.8,311.0,1581,42.1,168,0
5637,L,298.2,306.4,1622,40.4,74,0
5638,M,301.6,311.8,1503,42.1,92,0
5639,L,298.0,307.3,1726,60.1,171,0
5640,L,299.3,310.9,1252,40.6,49,0
5641,L,293.8,304.2,1377,42.9,211,0
5642,M,300.8,310.6,1768,60.6,8,0
5643,L,298.7,308.1,1460,39.4,215,0
5644,L,302.2,310.7,1153,57.3,174,0
5645,L,300.8,309.4,1798,18.9,112,0
5646,L,302.2,311.6,1730,28.4,168,0
5647,L,297.8,307.1,1665,33.3,12,0
5648,M,302.1,311.1,1554,45.8,185,0
5649,M,304.2,314.6,1835,57.7,193,0
5650,L,301.5,312.0,1763,34.1,80,0
5651,M,301.6,311.1,1815,49.8,241,0
5652,M,300.3,312.3,1662,62.4,185,0
5653,L,299.0,307.2,1559,55.6,218,1
5654,L,301.5,311.6,1466,36.0,101,0
5655,L,297.0,306.8,1310,48.7,65,0
5656,L,299.2,308.6,1627,43.4,253,0
5657,M,296.5,305.8,1642,33.4,160,0
5658,M,298.6,308.6,1475,44.3,196,0
5659,H,301.3,311.1,1647,35.3,77,0
5660,M,301.0,310.6,1478,41.2,26,0
5661,L,300.1,308.8,1693,26.2,49,0
5662,L,300.3,308.7,1380,22.4,58,0
5663,M,296.2,305.9,1349,37.1,99,0
5664,L,299.3,308.9,1494,43.2,218,0
5665,M,298.6,308.4,1686,28.7,77,0
5666,M,298.7,308.6,1330,45.3,206,0
5667,M,301.2,310.7,1725,40.4,154,0
5668,M,298.3,308.1,1243,46.5,186,0
5669,L,298.8,307.9,1493,49.5,183,0
5670,M,295.8,307.3,1285,53.4,249,0
5671,M,299.4,308.6,1070,46.0,122,0
5672,L,297.8,307.5,1603,37.0,245,0
5673,M,300.2,309.4,1506,41.9,71,0
5674,L,298.1,307.4,1287,63.3,212,0
5675,H,300.2,310.2,1445,49.9,161,0
5676,L,299.7,309.6,1617,40.7,48,0
5677,L,303.3,312.9,1472,38.5,219,0
5678,L,301.0,310.7,1502,34.0,215,0
5679,M,296.3,305.6,1466,28.1,144,0
5680,L,297.5,307.9,1433,57.1,121,1
5681,L,300.1,312.2,1431,44.8,248,0
5682,L,298.1,307.3,1426,27.3,115,0
5683,H,294.1,304.5,1403,38.7,69,0
5684,L,302.7,312.7,1355,52.7,165,0
5685,L,301.4,312.1,1470,35.5,210,0
5686,M,301.0,311.7,1423,31.9,0,0
5687,L,298.8,309.0,1346,43.6,165,0
5688,H,300.9,310.8,1675,46.6,25,0
5689,L,298.6,308.2,1758,35.5,196,0
5690,M,300.4,309.6,1537,34.0,195,0
5691,L,298.2,308.1,1549,44.6,24,0
5692,L,303.0,311.7,1414,28.8,108,0
5693,M,296.9,306.3,1728,34.6,115,1
5694,L,302.5,313.6,1849,38.8,240,0
5695,M,300.1,310.2,1508,47.4,57,0
5696,L,299.0,309.9,1444,35.7,172,0
5697,L,300.3,311.8,1599,45.6,21,0
5698,L,301.5,311.3,1561,51.7,175,0
5699,H,302.7,312.9,1448,34.9,12,0
5700,L,300.6,310.3,1622,72.2,214,0
5701,L,298.2,307.4,1705,54.2,96,0
5702,L,300.1,309.2,1397,42.7,152,0
5703,L,303.6,314.5,1993,38.2,9,0
5704,L,302.7,312.9,1263,34.4,17,0
5705,H,301.8,313.7,1385,56.6,54,0
5706,L,301.6,312.6,1579,42.1,154,0
5707,M,301.4,310.7,1940,25.6,55,0
5708,L,302.3,313.2,1437,22.9,55,0
5709,M,299.1,308.8,1347,41.1,48,0
5710,H,297.3,308.5,1636,41.3,153,0
5711,L,300.1,309.7,1493,30.8,112,0
5712,H,298.4,307.3,1657,24.9,233,0
5713,L,297.9,307.1,1525,20.4,115,0
5714,H,298.6,307.8,1384,32.4,1,0
5715,M,305.0,314.1,1958,36.4,73,0
5716,L,300.3,309.7,1009,46.9,187,0
5717,L,300.7,311.6,1863,38.7,83,0
5718,L,297.6,309.4,1705,50.6,37,0
5719,L,296.3,305.0,1404,46.1,130,0
5720,L,298.4,309.6,1873,45.1,201,0
5721,L,302.9,312.4,1292,49.8,219,0
5722,L,300.7,311.0,1718,26.1,210,0
5723,M,301.2,309.5,1165,34.6,122,0
5724,L,301.5,312.0,1332,64.0,208,0
5725,L,298.8,306.8,1332,20.9,107,0
5726,M,302.8,313.1,1403,37.0,52,0
5727,L,298.7,309.0,1540,44.8,171,0
5728,L,302.8,313.0,1390,21.2,126,0
5729,L,300.9,310.1,1173,32.5,22,1
5730,H,296.4,307.0,1620,60.0,27,1
5731,M,298.5,308.9,1546,41.7,90,0
5732,L,296.4,306.2,1611,34.3,159,0
5733,M,302.3,313.0,1568,42.1,229,0
